,completeness_score,consistency_score,uniqueness_score,validity_score,accuracy_score,conformity_score,timeliness_score,integrity_score,schema_match_score,format_compliance_score,outlier_score,quality_score,quality_class
0,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
1,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
2,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
3,0.9767441860465116,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8357063755734853,HIGH
4,0.9767441860465116,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8357063755734853,HIGH
5,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
6,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
7,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
8,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
9,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
10,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
11,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
12,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
13,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
14,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
15,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
16,0.9534883720930233,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9310552127827876,HIGH
17,0.9302325581395349,1.0,1.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.9264040499920899,HIGH
18,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
19,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
20,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
21,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
22,0.9534883720930233,1.0,0.0,0.9767441860465116,0.9512735326688815,0.5918367346938775,0.8,1.0,1.0,0.9767441860465116,0.9121315192743764,0.8310552127827876,HIGH
